niveau,ervaring_schepper,ervaring_kopper,ervaring_duo,is_thuisploeg,kwart,is_schepper_bank,is_kopper_bank,schepper_pos_rechts,kop_verplaatsen_achter,kop_veel_verplaatsen,kop_hor_verplaatsen,goal,score_verschil_voor,score_eigen,score_tegenstander,wedstrijd_corner_nr,ploeg_wedstrijd_corner_nr,positie_verticaal_voor,positie_horizontaal,ploeg_scoreperc,goal_lag_ploeg,goal_lag_wedstrijd,klassement,klassement_veschil,is_degradatieplaats,is_promotieplaats
3,5.0,5.0,5.0,0,3,0,0,1,0,0,1,0,0,2,2,2,1,0,links,0.6249575688123175,0.6085526315789473,0.0,12.0,9,0,0
3,5.0,5.0,5.0,1,4,0,0,1,0,0,0,0,2,2,4,3,2,0,midden,0.6666666666666666,0.0,0.0,3.0,9,0,1
3,3.090909090909091,3.090909090909091,3.1818181818181817,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,midden,0.0,0.0,0.6085526315789473,2.0,5,0,1
3,3.6648936170212765,3.632978723404255,3.329842931937173,1,2,0,1,0,0,0,0,1,2,3,1,2,1,0,midden,0.0,0.0,0.0,2.0,5,0,1
3,3.1538461538461537,3.6153846153846154,3.3076923076923075,1,2,0,0,1,0,1,1,0,1,1,0,1,1,0,midden,0.6666666666666666,1.0,0.6085526315789473,3.0,5,0,1
3,5.0,5.0,5.0,0,3,0,0,1,0,0,0,1,0,1,1,2,1,1,midden,0.6249575688123175,0.6085526315789473,0.0,8.0,5,0,0
3,3.1538461538461537,3.6153846153846154,3.3076923076923075,1,4,1,0,0,0,1,1,0,1,1,2,3,2,0,midden,0.5,0.0,1.0,3.0,5,0,1
3,4.0,3.0,3.0,0,2,0,0,1,0,0,0,1,1,2,3,1,1,1,midden,0.6249575688123175,0.6085526315789473,0.6085526315789473,3.0,2,0,1
3,3.4,1.6,1.6,1,4,1,0,0,0,1,0,0,0,6,6,2,1,1,midden,0.6249575688123175,0.6085526315789473,1.0,1.0,2,0,1
2,3.7777777777777777,3.5555555555555554,3.5,1,2,0,0,1,0,0,0,1,2,0,2,1,1,1,midden,0.0,0.0,0.6972477064220184,6.0,4,0,0
2,3.7777777777777777,3.5555555555555554,3.5,1,3,1,0,1,0,0,0,1,1,2,3,2,2,1,midden,0.5,1.0,1.0,6.0,4,0,0
2,3.7777777777777777,3.5555555555555554,3.5,1,3,0,0,1,0,0,0,1,0,3,3,3,3,1,midden,0.6666666666666666,1.0,1.0,6.0,4,0,0
2,2.0,2.0,2.0,0,3,0,0,0,0,0,0,0,1,3,4,4,1,1,midden,0.42857142857142855,0.0,1.0,10.0,4,0,0
2,3.7777777777777777,3.5555555555555554,3.5,1,4,0,0,1,1,0,0,0,0,4,4,5,4,1,midden,0.75,1.0,0.0,6.0,4,0,0
3,3.6648936170212765,3.632978723404255,3.329842931937173,0,3,0,1,0,0,0,0,1,2,3,1,1,1,0,links,1.0,1.0,0.6085526315789473,2.0,5,0,1
3,1.6,1.0,1.0,0,4,0,1,0,1,1,1,0,2,7,5,1,1,0,midden,1.0,1.0,0.6085526315789473,1.0,9,0,1
3,2.0,2.0,2.0,1,4,0,0,1,0,1,1,0,2,5,7,2,1,0,midden,0.6249575688123175,0.6085526315789473,0.0,10.0,9,0,0
1,5.0,5.0,5.0,0,2,0,0,1,0,0,1,0,0,0,0,1,1,1,midden,1.0,1.0,0.855072463768116,11.0,6,0,0
1,4.6,4.6,4.6,1,2,0,0,1,0,0,0,1,0,0,0,2,1,1,midden,1.0,1.0,0.0,5.0,6,0,0
1,4.6,4.6,4.6,1,4,0,0,1,0,0,0,1,5,5,0,3,2,1,midden,1.0,1.0,1.0,5.0,6,0,0
3,3.1538461538461537,3.6153846153846154,3.3076923076923075,0,2,1,0,1,0,0,0,1,1,1,0,1,1,0,midden,0.4,0.0,0.6085526315789473,6.0,5,0,0
3,4.0,4.0,4.0,1,3,0,0,1,0,0,0,1,3,0,3,2,1,1,midden,0.6249575688123175,0.6085526315789473,1.0,1.0,5,0,1
3,5.0,5.0,5.0,1,2,0,0,1,0,0,1,0,1,0,1,1,1,0,midden,0.6249575688123175,0.6085526315789473,0.6085526315789473,6.0,1,0,0
3,5.0,5.0,5.0,0,3,0,0,1,0,0,0,1,2,3,1,2,1,0,rechts,0.5714285714285714,0.0,0.0,7.0,1,0,0
3,1.6,1.0,1.0,1,2,0,0,0,0,0,1,1,1,0,1,1,1,0,midden,0.5,0.0,0.6085526315789473,1.0,9,0,1
3,2.0,3.0,3.0,0,3,0,0,1,0,0,0,1,2,1,3,2,1,1,midden,0.6249575688123175,0.6085526315789473,1.0,10.0,9,0,0
3,1.6,1.0,1.0,1,3,0,0,0,1,1,1,0,1,3,2,3,2,1,midden,0.6666666666666666,1.0,1.0,1.0,9,0,1
3,1.6,1.0,1.0,1,4,0,0,0,0,0,1,0,1,3,2,4,3,1,midden,0.5,0.0,0.0,1.0,9,0,1
3,3.0,4.0,3.0,0,2,0,0,1,0,0,0,1,2,1,3,1,1,0,midden,1.0,1.0,0.6085526315789473,10.0,3,0,0
3,3.6648936170212765,3.632978723404255,3.329842931937173,1,3,1,0,1,0,1,1,0,1,4,3,2,1,0,midden,1.0,1.0,1.0,13.0,3,0,0
3,3.0,4.0,3.0,0,4,0,0,1,0,0,0,1,0,4,4,3,2,0,midden,1.0,1.0,0.0,10.0,3,0,0
3,3.5,3.125,2.625,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,midden,1.0,1.0,0.6085526315789473,3.0,1,0,1
3,3.5,3.125,2.625,1,2,0,0,1,0,0,0,0,3,3,0,2,2,0,midden,1.0,1.0,1.0,3.0,1,0,1
3,3.5,3.125,2.625,1,3,0,0,1,0,0,0,0,6,6,0,3,3,0,midden,0.8,0.0,0.0,3.0,1,0,1
3,4.0,1.0,1.0,0,4,0,0,1,0,0,0,0,7,0,7,4,1,0,midden,0.6249575688123175,0.6085526315789473,0.0,2.0,1,0,1
3,4.0,4.0,4.0,1,1,0,0,1,0,0,0,1,1,2,1,1,1,0,midden,0.6249575688123175,0.6085526315789473,0.6085526315789473,4.0,3,0,0
3,3.4,1.6,1.6,0,2,1,0,0,0,0,1,0,2,1,3,2,1,0,rechts,0.0,0.0,1.0,1.0,3,0,1
3,3.4,1.6,1.6,0,4,1,0,1,0,0,0,1,1,4,5,3,2,0,midden,0.0,0.0,0.0,1.0,3,0,1
3,4.2,4.2,4.2,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,midden,0.5,0.0,0.6085526315789473,3.0,1,0,1
3,5.0,5.0,5.0,1,1,0,0,0,0,0,1,0,2,0,2,1,1,0,midden,1.0,1.0,0.6085526315789473,7.0,1,0,0
3,3.090909090909091,3.090909090909091,3.1818181818181817,0,2,0,0,1,0,0,0,1,0,2,2,2,1,0,midden,0.0,0.0,0.0,8.0,1,0,0
3,5.0,5.0,5.0,1,3,0,0,0,0,0,0,1,0,3,3,3,2,0,midden,0.6666666666666666,0.0,1.0,7.0,1,0,0
3,3.090909090909091,3.090909090909091,3.1818181818181817,0,4,0,0,1,0,0,0,1,2,3,5,4,2,0,midden,0.3333333333333333,1.0,1.0,8.0,1,0,0
3,3.5,3.125,2.625,1,2,1,0,1,0,0,1,0,1,1,2,1,1,0,links,0.6666666666666666,0.0,0.6085526315789473,2.0,6,0,1
3,3.6648936170212765,3.632978723404255,3.329842931937173,0,3,0,0,0,0,0,1,1,1,2,1,2,1,0,rechts,0.6249575688123175,0.6085526315789473,0.0,8.0,6,0,0
3,3.6648936170212765,3.632978723404255,3.329842931937173,0,3,0,0,0,0,0,0,1,2,3,1,3,2,0,rechts,1.0,1.0,1.0,8.0,6,0,0
3,3.5,3.125,2.625,1,4,0,0,1,0,0,0,1,2,2,4,4,2,0,links,0.5714285714285714,0.0,1.0,2.0,6,0,1
3,3.4,1.6,1.6,1,2,0,0,0,0,0,0,1,2,2,0,1,1,0,midden,0.3333333333333333,1.0,0.6085526315789473,3.0,3,0,1
3,3.4,1.6,1.6,1,3,1,0,0,0,0,0,1,3,4,1,2,2,0,midden,0.5,1.0,1.0,3.0,3,0,1
3,3.75,4.0,3.75,1,3,0,1,0,1,0,0,0,1,4,3,1,1,1,rechts,0.6666666666666666,0.0,0.6085526315789473,9.0,5,0,0
3,3.6648936170212765,3.632978723404255,3.329842931937173,0,3,0,0,0,0,0,0,1,1,3,4,2,1,1,midden,0.6249575688123175,0.6085526315789473,0.0,14.0,5,1,0
1,5.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,midden,1.0,1.0,0.855072463768116,2.0,2,0,1
1,5.0,5.0,5.0,1,2,0,0,1,0,0,0,1,2,0,2,2,1,1,midden,0.8948836187966621,0.855072463768116,1.0,4.0,2,0,0
1,5.0,5.0,5.0,0,3,1,0,1,1,0,1,0,2,4,2,3,2,1,midden,1.0,1.0,1.0,2.0,2,0,1
2,3.0,3.0,3.0,0,3,0,0,1,0,0,0,1,1,4,3,1,1,1,links,0.6579558513382042,0.6972477064220184,0.6972477064220184,14.0,8,1,0
2,5.0,4.0,4.0,1,4,0,0,1,0,0,0,0,7,10,3,1,1,0,midden,0.6153846153846154,1.0,0.6972477064220184,1.0,4,0,1
2,2.3333333333333335,4.0,3.6666666666666665,0,4,0,1,1,0,1,1,0,7,3,10,2,1,0,midden,0.6666666666666666,1.0,0.0,5.0,4,0,0
2,4.0,3.0,3.0,1,2,0,0,0,0,0,0,1,1,0,1,1,1,1,midden,0.6579558513382042,0.6972477064220184,0.6972477064220184,7.0,3,0,0
2,3.7777777777777777,3.5555555555555554,3.5,0,2,0,0,1,0,0,0,0,0,2,2,2,1,0,midden,0.6,0.0,1.0,4.0,3,0,0
3,4.0,4.0,4.0,0,3,0,0,1,1,1,0,0,1,2,3,1,1,0,midden,1.0,1.0,0.6085526315789473,7.0,4,0,0
3,2.5,4.5,3.0,1,2,0,0,1,0,0,0,1,1,2,1,1,1,0,midden,1.0,1.0,0.6085526315789473,6.0,2,0,0
3,3.090909090909091,3.090909090909091,3.1818181818181817,0,3,0,0,1,0,0,0,1,1,2,3,2,1,0,midden,0.5,1.0,1.0,8.0,2,0,0
3,5.0,5.0,5.0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,midden,1.0,1.0,0.6085526315789473,10.0,8,0,0
3,3.5,3.125,2.625,0,4,1,0,1,0,1,1,0,1,4,3,2,1,0,midden,0.625,1.0,1.0,2.0,8,0,1
3,4.2,4.2,4.2,0,2,0,0,1,1,0,1,0,0,1,1,1,1,0,midden,0.6666666666666666,1.0,0.6085526315789473,5.0,2,0,0
3,5.0,5.0,5.0,1,4,0,0,1,0,0,0,1,0,2,2,2,1,0,midden,0.625,1.0,0.0,3.0,2,0,1
3,4.2,4.2,4.2,0,4,0,0,1,0,0,0,1,0,3,3,3,2,0,midden,0.5,0.0,1.0,5.0,2,0,0
2,3.7777777777777777,3.5555555555555554,3.5,1,2,0,1,1,0,1,1,0,1,1,0,1,1,1,midden,0.5,0.0,0.6972477064220184,6.0,2,0,0
2,4.5,4.5,4.5,0,2,0,1,0,0,0,0,1,1,0,1,2,1,0,midden,0.5,0.0,0.0,8.0,2,0,0
3,3.1538461538461537,3.6153846153846154,3.3076923076923075,0,2,1,0,0,0,0,0,1,0,1,1,1,1,0,midden,0.5,1.0,0.6085526315789473,3.0,2,0,1
3,4.0,4.0,4.0,1,3,0,0,1,0,0,0,1,0,2,2,2,1,0,midden,0.6249575688123175,0.6085526315789473,1.0,1.0,2,0,1
3,3.1538461538461537,3.6153846153846154,3.3076923076923075,0,3,0,0,0,0,0,0,1,2,2,4,3,2,0,midden,0.5714285714285714,1.0,1.0,3.0,2,0,1
3,5.0,5.0,5.0,1,2,0,0,1,0,0,0,0,1,1,2,1,1,0,midden,1.0,1.0,0.6085526315789473,2.0,5,0,1
3,3.090909090909091,3.090909090909091,3.1818181818181817,0,2,0,0,1,0,0,0,1,1,2,1,2,1,0,midden,0.6,1.0,0.0,7.0,5,0,0
3,3.090909090909091,3.090909090909091,3.1818181818181817,0,3,0,0,1,0,0,0,1,3,4,1,3,2,0,midden,0.6666666666666666,1.0,1.0,7.0,5,0,0
1,5.0,5.0,4.923076923076923,1,1,0,0,1,0,0,0,1,2,1,3,1,1,0,midden,1.0,1.0,0.855072463768116,9.0,8,0,0
1,5.0,5.0,5.0,0,2,0,0,1,0,1,0,0,0,3,3,2,1,0,midden,0.8948836187966621,0.855072463768116,1.0,1.0,8,0,1
1,5.0,5.0,5.0,0,4,0,0,1,0,0,0,1,2,6,8,3,2,0,midden,0.0,0.0,0.0,1.0,8,0,1
1,5.0,5.0,5.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,midden,1.0,1.0,0.855072463768116,6.0,1,0,0
1,5.0,5.0,5.0,1,3,0,0,1,0,0,0,1,1,3,2,2,2,1,midden,1.0,1.0,1.0,6.0,1,0,0
1,4.6,4.6,4.6,0,3,0,0,1,0,0,0,1,2,2,4,3,1,1,midden,1.0,1.0,1.0,5.0,1,0,0
1,5.0,5.0,5.0,1,4,0,0,1,0,0,0,1,1,5,4,4,3,1,midden,1.0,1.0,1.0,6.0,1,0,0
2,3.7777777777777777,3.5555555555555554,3.5,0,4,0,0,1,0,0,0,1,1,2,3,1,1,1,midden,0.42857142857142855,0.0,0.6972477064220184,7.0,9,0,0
2,4.0,4.0,4.0,1,4,0,0,0,0,0,0,0,3,6,3,2,1,0,midden,1.0,1.0,1.0,16.0,9,1,0
3,3.1538461538461537,3.6153846153846154,3.3076923076923075,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,midden,0.625,1.0,0.6085526315789473,6.0,4,0,0
3,4.0,4.0,4.0,0,3,0,1,1,0,0,0,1,1,1,2,2,1,1,midden,0.6249575688123175,0.6085526315789473,0.0,10.0,4,0,0
3,3.090909090909091,3.090909090909091,3.1818181818181817,0,2,0,0,0,0,1,0,0,1,2,1,1,1,0,midden,0.7142857142857143,1.0,0.6085526315789473,6.0,3,0,0
3,3.75,3.75,4.5,1,3,0,0,1,1,0,0,0,3,1,4,2,1,1,midden,0.75,1.0,0.0,9.0,3,0,0
1,4.0,4.0,4.0,0,3,0,0,1,0,1,0,1,2,3,1,1,1,0,midden,0.8948836187966621,0.855072463768116,0.855072463768116,6.0,3,0,0
1,5.0,5.0,4.923076923076923,1,4,0,0,1,0,0,0,1,3,1,4,2,1,0,midden,1.0,1.0,1.0,9.0,3,0,0
1,5.0,5.0,5.0,1,1,0,0,1,0,0,0,1,1,1,2,1,1,1,midden,0.8948836187966621,0.855072463768116,0.855072463768116,10.0,2,0,0
1,5.0,5.0,5.0,1,2,0,0,1,0,0,0,1,1,3,2,2,2,1,midden,1.0,1.0,1.0,10.0,2,0,0
1,5.0,5.0,5.0,0,2,0,0,1,0,0,0,1,3,2,5,3,1,1,midden,0.5,0.0,1.0,12.0,2,0,0
1,5.0,5.0,5.0,0,4,0,0,1,0,0,0,1,2,5,7,4,2,1,midden,0.6666666666666666,1.0,1.0,12.0,2,0,0
3,3.5,3.125,2.625,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,midden,0.5555555555555556,0.0,0.6085526315789473,2.0,5,0,1
3,3.5,3.125,2.625,1,2,0,0,1,0,0,0,1,2,2,0,2,2,0,midden,0.6,1.0,1.0,2.0,5,0,1
3,3.1538461538461537,3.6153846153846154,3.3076923076923075,0,4,0,1,1,0,0,1,0,4,2,6,3,1,0,midden,0.5555555555555556,0.0,1.0,7.0,5,0,0
3,3.5,3.125,2.625,1,4,0,0,1,0,0,0,1,4,7,3,4,3,0,midden,0.6363636363636364,1.0,0.0,2.0,5,0,1
3,3.5,3.125,2.625,1,4,0,0,1,0,1,1,0,2,4,2,1,1,0,midden,0.6666666666666666,1.0,0.6085526315789473,2.0,11,0,1
3,3.6648936170212765,3.632978723404255,3.329842931937173,0,4,0,0,1,0,0,0,1,2,2,4,2,1,0,midden,0.6249575688123175,0.6085526315789473,0.0,13.0,11,0,0
2,4.0,4.0,4.0,0,2,0,0,1,0,0,0,1,1,2,1,1,1,0,links,1.0,1.0,0.6972477064220184,12.0,1,0,0
2,3.7777777777777777,3.5555555555555554,3.5,1,3,0,0,1,1,0,0,0,3,1,4,2,1,0,midden,0.5,1.0,1.0,11.0,1,0,0
3,3.0,3.0,2.0,1,3,1,0,1,0,0,0,1,3,1,4,1,1,1,links,0.6249575688123175,0.6085526315789473,0.6085526315789473,8.0,3,0,0
3,4.0,4.0,3.0,0,4,0,0,1,1,0,0,1,4,8,4,2,1,1,midden,0.0,0.0,1.0,5.0,3,0,0
3,3.0,3.0,2.0,1,4,0,0,1,0,0,0,1,3,5,8,3,2,0,midden,1.0,1.0,1.0,8.0,3,0,0
3,3.090909090909091,3.090909090909091,3.1818181818181817,1,2,0,0,1,0,0,0,1,1,1,2,1,1,0,midden,0.625,0.0,0.6085526315789473,5.0,5,0,0
3,3.6648936170212765,3.632978723404255,3.329842931937173,0,3,0,1,1,0,0,0,1,1,2,3,2,1,0,midden,1.0,1.0,1.0,10.0,5,0,0
3,3.090909090909091,3.090909090909091,3.1818181818181817,1,4,0,0,1,0,1,0,0,0,4,4,3,2,0,midden,0.6666666666666666,1.0,1.0,5.0,5,0,0
1,5.0,5.0,5.0,1,2,0,1,1,0,0,0,1,0,0,0,1,1,0,midden,1.0,1.0,0.855072463768116,3.0,6,0,1
1,5.0,5.0,5.0,1,3,0,0,1,0,0,0,1,2,2,0,2,2,0,midden,1.0,1.0,1.0,3.0,6,0,1
1,5.0,5.0,4.923076923076923,0,4,0,0,1,0,1,1,0,5,0,5,3,1,0,midden,1.0,1.0,1.0,9.0,6,0,0
1,4.0,4.0,4.0,1,2,0,0,1,0,0,0,1,1,2,1,1,1,0,midden,0.8948836187966621,0.855072463768116,0.855072463768116,9.0,1,0,0
1,5.0,5.0,4.923076923076923,0,3,0,0,1,0,0,0,1,2,1,3,2,1,0,midden,0.8888888888888888,0.0,1.0,8.0,1,0,0
1,4.0,4.0,4.0,1,4,0,0,1,0,0,0,1,0,3,3,3,2,0,midden,1.0,1.0,1.0,9.0,1,0,0
3,3.0,2.0,2.0,0,2,0,0,0,0,1,1,0,0,0,0,1,1,1,midden,0.6249575688123175,0.6085526315789473,0.6085526315789473,7.0,1,0,0
3,3.0,3.0,3.0,1,3,0,0,1,0,1,1,0,1,1,0,2,1,1,midden,0.6249575688123175,0.6085526315789473,0.0,6.0,1,0,0
3,3.0,2.0,2.0,0,4,0,0,0,0,0,1,0,3,1,4,3,2,0,midden,0.0,0.0,0.0,7.0,1,0,0
1,5.0,5.0,5.0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,midden,0.75,0.0,0.855072463768116,2.0,3,0,1
1,5.0,5.0,5.0,0,3,0,0,1,0,0,0,1,0,2,2,2,2,1,midden,0.8,1.0,1.0,2.0,3,0,1
1,5.0,5.0,5.0,0,3,0,0,1,0,0,0,1,0,3,3,3,3,1,midden,0.8333333333333334,1.0,1.0,2.0,3,0,1
1,5.0,5.0,5.0,1,4,0,0,1,1,0,0,1,1,3,4,4,1,1,midden,0.8948836187966621,0.855072463768116,1.0,5.0,3,0,0
3,3.1538461538461537,3.6153846153846154,3.3076923076923075,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,midden,0.5,0.0,0.6085526315789473,6.0,5,0,0
3,3.0,3.0,3.0,1,2,0,0,0,0,0,0,1,1,1,2,2,1,1,midden,0.0,0.0,0.0,11.0,5,0,0
3,3.1538461538461537,3.6153846153846154,3.3076923076923075,0,3,0,0,0,0,0,0,1,4,6,2,3,2,1,midden,0.45454545454545453,0.0,1.0,6.0,5,0,0
3,3.5,3.125,2.625,1,4,0,1,1,0,1,1,0,10,11,1,1,1,0,midden,0.6153846153846154,0.0,0.6085526315789473,2.0,6,0,1
2,3.984375,3.903225806451613,3.721311475409836,0,1,1,0,1,0,0,0,1,2,2,0,1,1,0,midden,0.6579558513382042,0.6972477064220184,0.6972477064220184,11.0,3,0,0
2,3.984375,3.903225806451613,3.721311475409836,1,2,0,0,1,0,0,0,1,4,0,4,2,1,1,midden,0.6579558513382042,0.6972477064220184,1.0,14.0,3,1,0
2,3.984375,3.903225806451613,3.721311475409836,0,2,0,0,1,0,1,1,1,3,4,1,3,2,0,midden,1.0,1.0,1.0,11.0,3,0,0
2,3.984375,3.903225806451613,3.721311475409836,1,3,0,0,1,0,1,1,0,5,3,8,4,2,0,midden,1.0,1.0,1.0,14.0,3,1,0
2,3.984375,3.903225806451613,3.721311475409836,0,4,1,0,1,0,0,1,1,6,9,3,5,3,0,midden,1.0,1.0,0.0,11.0,3,0,0
3,2.0,2.0,1.0,1,3,0,0,1,0,0,1,0,2,3,1,1,1,0,links,0.6249575688123175,0.6085526315789473,0.6085526315789473,8.0,4,0,0
1,5.0,5.0,4.923076923076923,1,2,0,0,1,0,0,0,1,0,2,2,1,1,0,midden,0.9,1.0,0.855072463768116,9.0,1,0,0
1,5.0,5.0,5.0,0,3,0,0,1,0,1,1,1,1,2,3,2,1,0,midden,0.8948836187966621,0.855072463768116,1.0,10.0,1,0,0
1,5.0,5.0,4.923076923076923,1,3,0,0,1,0,0,0,1,0,3,3,3,2,0,midden,0.9090909090909091,1.0,1.0,9.0,1,0,0
1,5.0,5.0,4.923076923076923,1,4,0,0,1,0,0,0,1,2,5,3,4,3,0,midden,0.9166666666666666,1.0,1.0,9.0,1,0,0
1,5.0,5.0,5.0,1,3,0,0,1,0,0,1,0,0,4,4,1,1,0,midden,1.0,1.0,0.855072463768116,7.0,6,0,0
1,4.0,4.0,4.0,1,3,0,0,1,0,0,0,1,0,4,4,2,1,0,midden,0.8948836187966621,0.855072463768116,0.0,7.0,6,0,0
3,4.0,4.0,4.0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,midden,0.6249575688123175,0.6085526315789473,0.6085526315789473,2.0,2,0,1
3,3.1538461538461537,3.6153846153846154,3.3076923076923075,0,3,0,0,0,1,0,1,0,2,2,4,2,1,0,midden,0.5,1.0,1.0,4.0,2,0,0
3,4.0,4.0,4.0,1,4,0,0,0,0,0,0,1,4,7,3,3,2,0,midden,1.0,1.0,0.0,2.0,2,0,1
3,3.090909090909091,3.090909090909091,3.1818181818181817,1,2,1,0,1,0,1,1,0,1,2,1,1,1,0,midden,0.6,0.0,0.6085526315789473,4.0,10,0,0
3,3.6648936170212765,3.632978723404255,3.329842931937173,0,3,0,0,0,0,1,1,0,2,2,4,2,1,1,midden,0.0,0.0,0.0,14.0,10,1,0
3,3.6648936170212765,3.632978723404255,3.329842931937173,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,midden,0.6249575688123175,0.6085526315789473,0.6085526315789473,1.0,1,0,1
3,3.5,3.125,2.625,0,2,1,0,1,0,0,0,1,1,0,1,2,1,0,midden,0.5714285714285714,0.0,0.0,2.0,1,0,1
3,3.6648936170212765,3.632978723404255,3.329842931937173,1,3,1,0,1,0,1,1,0,2,1,3,3,2,0,links,0.0,0.0,1.0,1.0,1,0,1
3,3.5,3.125,2.625,0,4,1,0,1,0,0,0,1,3,4,1,4,2,0,midden,0.6,1.0,0.0,2.0,1,0,1
3,4.333333333333333,5.0,4.333333333333333,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,rechts,1.0,1.0,0.6085526315789473,1.0,8,0,1
